ORCID,full_name,given_name,family_name,credit_name,status_code,error
0000-0001-9177-1385,Shanshan Sheehy,Shanshan,Sheehy,,200,
0000-0001-9178-1719,Jennifer Rowley,Jennifer,Rowley,,200,
0000-0001-9184-4847,Liisa Vilén,Liisa,Vilén,,200,
0000-0001-9185-3612,Franziska Wachter,Franziska,Wachter,,200,
0000-0001-9186-1110,Jiahui Chen,Jiahui,Chen,,200,
0000-0001-9186-6712,Michelle H. Zhang,Michelle,Zhang,Michelle H. Zhang,200,
0000-0001-9193-2919,Elizabeth Thom,Elizabeth,Thom,,200,
0000-0001-9198-062X,Lucy Zhao,Lucy,Zhao,,200,
0000-0001-9198-2262,carmela canzonieri,carmela,canzonieri,,200,
0000-0001-9201-209X,Navid Mousavi,Seyed Navid,Mousavi,Navid Mousavi,200,
0000-0001-9201-8766,Hiroshi M. Sasaki,Hiroshi,Sasaki,Hiroshi M. Sasaki,200,
0000-0001-9201-9144,George Ainslie,George,Ainslie,,200,
0000-0001-9201-9603,Ricky Cordova,Ricky,Cordova,,200,
0000-0001-9202-9553,Alice Frigerio,Alice,Frigerio,,200,
0000-0001-9210-8809,Mikhail Fedorov,Mikhail,Fedorov,,200,
0000-0001-9211-7895,Suppawat Kongthong,Suppawat,Kongthong,,200,
0000-0001-9212-4948,O.C Olagoke,Olawande,Olagoke,O.C Olagoke,200,
0000-0001-9212-5596,Thomas O'Mealia,Thomas,O'Mealia,,200,
0000-0001-9215-2463,Chiu Fan Bowen Lo,Chiu Fan Bowen,Lo,,200,
0000-0001-9216-8887,Alexander Acht,Alexander,Acht,,200,
0000-0001-9216-9302,Max Krasnow,Max,Krasnow,,200,
0000-0001-9217-2296,GiHun Choi,GiHun,Choi,,200,
0000-0001-9222-4893,Yan Zhe Liu,Yan Zhe,Liu,,200,
0000-0001-9224-3568,Mira Burri,Mira,Burri,,200,
0000-0001-9224-5061,Chaoyu Wang,Chaoyu,Wang,,200,
0000-0001-9229-5317,Julian Gautier,Julian,Gautier,,200,
0000-0001-9230-5810,Paul  McHugh ,Paul ,McHugh ,,200,
0000-0001-9232-0703,Montaña Cámara,Montaña,Cámara,Montaña Cámara,200,
0000-0001-9232-259X,Nicholas Kamp,Nicholas,Kamp,,200,
0000-0001-9232-3218,Jakub Svenda,Jakub,Svenda,,200,
0000-0001-9232-6304,Hossein Alidaee,Hossein,Alidaee,,200,
0000-0001-9232-6320,Mariana Eguren,Mariana,Eguren,,200,
0000-0001-9234-4190,Prerna  Singh ,Prerna ,Singh ,,200,
0000-0001-9242-4094,Denys Shay,Denys,Shay,,200,
0000-0001-9246-1653,Tommaso Baldacchini,Tommaso,Baldacchini,,200,
0000-0001-9247-2168,Dimitra Chousou,Dimitra,Chousou,,200,
0000-0001-9247-8228,Pascal Weber,Pascal,Weber,,200,
0000-0001-9249-114X,Tristan Reed,Tristan,Reed,,200,
0000-0001-9249-8704,Vatsal Naresh,Vatsal,Naresh,,200,
0000-0001-9250-8597,Gonzalo Herrera,Gonzalo,Herrera,,200,
0000-0001-9251-5762,Hao Geng,Hao,Geng,,200,
0000-0001-9252-4896,Nathan Grant,Nathan,Grant,,200,
0000-0001-9252-7448,Jonas Kaiser,Jonas,Kaiser,,200,
0000-0001-9255-2547,Ye Jin,Ye,Jin,,200,
0000-0001-9255-3064,Goncalves L,Lino,Goncalves,Goncalves L,200,
0000-0001-9255-5684,Lisa Tostanoski,Lisa,Tostanoski,,200,
0000-0001-9259-0885,S. Nassir Ghaemi,Seyyed Nassir,Ghaemi,S. Nassir Ghaemi,200,
0000-0001-9260-6816,Lawrence Wills,Lawrence,Wills,,200,
0000-0001-9261-0102,Swarnabh Ghosh,Swarnabh,Ghosh,,200,
0000-0001-9261-0516,Olivia Mae Waring,Olivia Mae,Waring,,200,
0000-0001-9263-7495,Joseph Ogbede,Joseph Uche,Ogbede,Joseph Ogbede,200,
0000-0001-9268-3555,Yide Liu,Yide,Liu,,200,
0000-0001-9269-3163,Nuria Lafuente-Gómez,Nuria,Lafuente Gómez,Nuria Lafuente-Gómez,200,
0000-0001-9271-7284,Joan Steffen,Joan,Steffen,,200,
0000-0001-9272-8266,Mark Kramer,Mark,Kramer,,200,
0000-0001-9277-2515,Yufan Wu,Yufan,Wu,,200,
0000-0001-9277-2662,Hyuk-Jin Cha,Hyuk-Jin,Cha,,200,
0000-0001-9277-3200,Maximillian Rogers,Maximillian,Rogers,,200,
0000-0001-9277-5302,Edward Kong,Edward,Kong,,200,
0000-0001-9280-8733,Shawn Harris,Shawn,Harris,,200,
0000-0001-9282-0230,Gunes Sevinc,Gunes,Sevinc,,200,
0000-0001-9282-1946,Isaiah Dela Cruz,Isaiah,Dela Cruz,,200,
0000-0001-9284-470X,Alice CAPUZ,Alice,CAPUZ,,200,
0000-0001-9284-5745,Ricardo  Hausmann ,Ricardo ,Hausmann ,,200,
0000-0001-9286-0160,Gretchen Wade,Gretchen,Wade,,200,
0000-0001-9287-3551,Mathieu Stouf,Mathieu,Stouf,,200,
0000-0001-9287-4503,Zahir Kanjee,Zahir,Kanjee,,200,
0000-0001-9290-4741,Robert Ietswaart,Robert,Ietswaart,,200,
0000-0001-9290-6667,Gilad Sherman,Gilad,Sherman,,200,
0000-0001-9295-0035,Jennifer Manne-Goehler,Jennifer,Manne-Goehler,,200,
0000-0001-9298-1245,Eslam Khalaf,Eslam,Khalaf,,200,
0000-0001-9299-5401,Stevens Bontemps,Stevens,Bontemps,,200,
0000-0001-9300-1552,Jonah E Pearl,Jonah,Pearl,Jonah E Pearl,200,
0000-0001-9300-7997,Arunabh Ghosh,Arunabh,Ghosh,,200,
0000-0001-9301-4126,Ming  Du,Ming ,Du,,200,
0000-0001-9302-0454,Esther Brandon Kotecha,Esther,Brandon Kotecha,Esther Brandon Kotecha,200,
0000-0001-9302-3911,Patrick Slade,Patrick,Slade,,200,
0000-0001-9303-010X,Gleb Pishchany,Gleb,Pishchany,,200,
0000-0001-9306-8327,Markus Dines Knudsen,Markus Dines,Knudsen,Markus Dines Knudsen,200,
0000-0001-9307-5973,Andrew Dates,Andrew,Dates,,200,
0000-0001-9310-9969,Kanu Okike,Kanu,Okike,,200,
0000-0001-9311-2199,Rami Hussein Halaseh,Rami Hussein,Halaseh,Rami Hussein Halaseh,200,
0000-0001-9312-769X,Ella Cho,Ella,Cho,,200,
0000-0001-9312-9513,Armin Schoech,Armin,Schoech,,200,
0000-0001-9313-9551,David Edwards,David,Edwards,,200,
0000-0001-9315-345X,Jason Alipio,Jason,Alipio,,200,
0000-0001-9315-4145,Alex Y.H. Wong,Alex ,Wong,Alex Y.H. Wong,200,
0000-0001-9318-4512,Mansha Mahajan,Mansha,Mahajan,,200,
0000-0001-9319-7348,Wenshan Zheng,Wenshan,Zheng,,200,
0000-0001-9320-0295,winston thompson,winston,thompson,,200,
0000-0001-9320-2987,Aref S. Sayegh,Aref Samir,Sayegh Saba,Aref S. Sayegh,200,
0000-0001-9320-5360,Side Hu,Side,Hu,,200,
0000-0001-9322-2929,Sandeep Singh,Sandeep,Singh,,200,
0000-0001-9324-057X,Masahiro Morii,Masahiro,Morii,,200,
0000-0001-9326-8193,Jonathan Vogelgsang,Jonathan,Vogelgsang,,200,
0000-0001-9328-4716,Zhonglie Piao,Zhonglie,Piao,,200,
0000-0001-9328-6922,Jea Young Min,Jea Young,Min,,200,
0000-0001-9334-6374,Sheyda Najafi,Sheyda,Najafi,,200,
0000-0001-9334-9508,Maria Rendon,Maria,Rendon,,200,
0000-0001-9345-7939,Anthony Rossi,Anthony,Rossi,,200,
0000-0001-9352-3393,Alexi Matousek,Alexi,Matousek,,200,
0000-0001-9353-7226,Jacob Mirsky,Jacob,Mirsky,Jacob Mirsky,200,
0000-0001-9354-8849,Colleen Frain,Colleen,Frain,,200,
0000-0001-9356-788X,Karthik Balakrishnan,Karthik,Balakrishnan,,200,
0000-0001-9356-892X,Tiziana Caputo,Tiziana,Caputo,,200,
0000-0001-9357-1176,Lea Steininger,Lea,Steininger,,200,
0000-0001-9358-6642,Juan Manuel Ledesma Rangel,Juan Manuel,Ledesma Rangel,,200,
0000-0001-9360-7511,Herminia Rosas,Herminia,Rosas,,200,
0000-0001-9363-4253,John Sedivy,John,Sedivy,,200,
0000-0001-9367-0748,L. Alexander Betts,L. Alexander,Betts,,200,
0000-0001-9373-545X,Shaikha Aldukhail,Shaikha,Aldukhail,,200,
0000-0001-9374-0718,Melissa Leger-Abraham,Melissa,Leger-Abraham,,200,
0000-0001-9377-8353,SYED DANIYAL ASAD,SYED DANIYAL,ASAD,,200,
0000-0001-9378-4147,CHRISTOPHER HICKEY,CHRISTOPHER,HICKEY,,200,
0000-0001-9378-960X,Peter J Park,Peter,Park,Peter J Park,200,
0000-0001-9381-1045,Borwornsom Leerapan,Borwornsom,Leerapan,,200,
0000-0001-9382-2887,Loren M Beard,Loren,Beard,Loren M Beard,200,
0000-0001-9382-5674,Hufeng Zhou,Hufeng,Zhou,Hufeng Zhou,200,
0000-0001-9383-1724,Atqiya Aishah,Atqiya,Aishah,,200,
0000-0001-9385-3739,Alexander Akerberg,Alexander,Akerberg,,200,
0000-0001-9388-3778,De-Kuan Chang,De-Kuan,Chang,,200,
0000-0001-9390-2860,"SONG Gang, HKU",Gang,Song,"SONG Gang, HKU",200,
0000-0001-9393-829X,Melibea Sierra-Ruiz,Melibea,Sierra-Ruiz,,200,
0000-0001-9394-1210,sanyam gandhi,Sanyam,Gandhi,sanyam gandhi,200,
0000-0001-9394-7698,Qian Zhang,Qian,Zhang,,200,
0000-0001-9396-9010,Juven C. Wang,Juven,Wang,Juven C. Wang,200,
0000-0001-9399-2157,Laura MacLatchy,Laura,MacLatchy,,200,
0000-0001-9399-8401,Charles Langmuir,Charles,Langmuir,,200,
0000-0001-9401-008X,Vivian Tsang,Vivian,Tsang,,200,
0000-0001-9401-3117,Catherine Petretti,Catherine,Petretti,,200,
0000-0001-9401-7177,Sea Yun Joung,Sea Yun,Joung,,200,
0000-0001-9406-773X,Benjamin Freedman,Benjamin,Freedman,,200,
0000-0001-9407-4657,Corinna Bauer,Corinna,Bauer,,200,
0000-0001-9408-0408,Syed Sarmad Bukhari,Syed Sarmad,Bukhari,,200,
0000-0001-9410-633X,João Firmino-Machado,João,Firmino-Machado,,200,
0000-0001-9414-0861,Elise LUPON,Elise,LUPON,,200,
0000-0001-9415-1384,Vanessa L. Knutson,Vanessa,Knutson,Vanessa L. Knutson,200,
0000-0001-9415-8009,Nouf K Almaghlouth,Nouf,Almaghlouth,Nouf K Almaghlouth,200,
0000-0001-9417-5335,Bárbaro Marínez-Ruiz,Bárbaro,Marínez-Ruiz,,200,
0000-0001-9420-2428,Ellen Finch,Ellen,Finch,,200,
0000-0001-9421-5341,Colin Shiner,Colin,Shiner,,200,
0000-0001-9421-9596,Kyung Hwa Choi,Kyung Hwa,Choi,,200,
0000-0001-9423-5676,Pablo  Quintero,Pablo ,Quintero,,200,
0000-0001-9429-0659,Avanthika Venkatachalam,Avanthika,Venkatachalam,,200,
0000-0001-9429-8976,Ilya Garber,Ilya,Garber,,200,
0000-0001-9433-6266,Moyses Szklo,Moyses,Szklo,,200,
0000-0001-9437-1352,Seungbok Lee,Robert Seungbok,Lee,Seungbok Lee,200,
0000-0001-9437-3331,Junghyup (Jung) Suh,Junghyup (Jung),Suh,,200,
0000-0001-9437-3577,Elham Fakhro,Elham,Fakhro,,200,
0000-0001-9438-3070,Ben Arnold,Ben,Arnold,,200,
0000-0001-9440-6746,Yu-Kai Chao,Yu-Kai,Chao,Yu-Kai Chao,200,
0000-0001-9444-5710,Roger Rosenblatt,Roger,Rosenblatt,,200,
0000-0001-9444-5833,Megan He,Megan,He,,200,
0000-0001-9445-5652,Jiaqi Wang,Jiaqi,Wang,,200,
0000-0001-9445-8589,Ryan Bos,Ryan,Bos,,200,
0000-0001-9447-7886,Angela Dreßen,Angela,Dreßen,,200,
0000-0001-9448-7929,Bradley W Ellis,Bradley,Ellis,Bradley W Ellis,200,
0000-0001-9449-7166,Michael Phelan,Michael,Phelan,,200,
0000-0001-9458-9597,Steven Most,Steven,Most,,200,
0000-0001-9459-1240,Chaim Zev Chernoff,Chaim Zev,Chernoff,,200,
0000-0001-9461-3067,Swati Chauhan,Swati,Chauhan,Swati Chauhan,200,
0000-0001-9462-7979,Navdar Sever,Navdar,Sever,,200,
0000-0001-9465-3800,Jessica Mitchell,Jessica,Mitchell,,200,
0000-0001-9467-7132,Haley C. Olson,Haley,Olson,Haley C. Olson,200,
0000-0001-9469-301X,Frances Hundley,Frances,Hundley,,200,
0000-0001-9470-6386,Arindam Bhattacharjee,Arindam,Bhattacharjee,,200,
0000-0001-9471-014X,Haci Gunduz,Haci,Gunduz,,200,
0000-0001-9471-6330,Young-Bum Kim,Young-Bum,Kim,,200,
0000-0001-9473-3587,Oluwarotimi Folorunso,Oluwarotimi,Folorunso,,200,
0000-0001-9476-8974,Shayandev  Sinha,Shayandev ,Sinha,,200,
0000-0001-9482-2918,"Jennifer R. Fonda, PhD",Jennifer,Fonda,"Jennifer R. Fonda, PhD",200,
0000-0001-9482-5545,Zheng Gong,Zheng,Gong,,200,
0000-0001-9486-0017,Allison Hamilos,Allison,Hamilos,,200,
0000-0001-9486-4974,Daniel P. Scarnecchia,Daniel,Scarnecchia,Daniel P. Scarnecchia,200,
0000-0001-9488-7893,Wardiya Afshar-Saber,Wardiya,Afshar-Saber,,200,
0000-0001-9489-2377,Ana María León,Ana María,León,,200,
0000-0001-9489-5332,nandini vallavoju,nandini,vallavoju,,200,
0000-0001-9489-7418,Todd Herrington,Todd,Herrington,,200,
0000-0001-9494-1378,Chen Zhang,Chen,Zhang,,200,
0000-0001-9495-1111,Ryan Budish,Ryan,Budish,,200,
0000-0001-9498-2866,Jasmine Akuffo,Jasmine,Akuffo,,200,
0000-0001-9499-5771,Marco Di Gioia,Marco,Di Gioia,,200,
0000-0001-9501-8606,Peggy Lai,Peggy,Lai,,200,
0000-0001-9505-7963,Leandra Ramin-Wright,Leandra,Ramin-Wright,,200,
0000-0001-9506-9665,Federica del Monte,Federica,del Monte,,200,
0000-0001-9507-9003,Pietro Genovese,Pietro,Genovese,,200,
0000-0001-9508-3280,Nandini Mondal,Nandini,Mondal,,200,
0000-0001-9508-649X,Olga Danilchanka,Olga,Danilchanka,,200,
0000-0001-9511-6142,Dr. Rebecca Kahn,Rebecca,Kahn,Dr. Rebecca Kahn,200,
0000-0001-9511-8375,Flemming Javier Olsen,Flemming Javier,Olsen,,200,
0000-0001-9513-6194,Neil Payne,Neil,Payne,,200,
0000-0001-9515-4173,Mateusz Pocięgiel,Mateusz,Pocięgiel,,200,
0000-0001-9521-3276,Elizabeth Cox,Elizabeth,Cox,,200,
0000-0001-9522-8486,Miguel Busquets,Miguel,Busquets,,200,
0000-0001-9523-1183,Emily Gaudiano,Emily,Gaudiano,,200,
0000-0001-9523-5985,Adia Benton,Adia,Benton,,200,
0000-0001-9524-3600,Jeffrey Clark,Jeffrey,Clark,,200,
0000-0001-9525-1862,Jensen Suther,Jensen,Suther,,200,
0000-0001-9525-4860,Benjamin Robinson,Benjamin,Robinson,,200,
0000-0001-9529-124X,Mona Rahmani,Mona,Rahmani,,200,
0000-0001-9531-5627,Lianna Wood,Lianna,Wood,,200,
0000-0001-9532-9965,Harlan J. Shiau,Harlan,Shiau,Harlan J. Shiau,200,
0000-0001-9533-6137,Swarup Dey,Swarup,Dey,,200,
0000-0001-9534-2318,María Frías-Rudolphi,María,Frías-Rudolphi,,200,
0000-0001-9537-3456,Laurie Glimcher,Laurie,Glimcher,,200,
0000-0001-9537-9575,Raquel Sánchez-Mejia,Raquel Mayra,Sánchez Mejia,Raquel Sánchez-Mejia,200,
0000-0001-9539-2999,Kelly Minot McCay,Kelly,McCay,Kelly Minot McCay,200,
0000-0001-9541-3622,Laura Koth,Laura,Koth,,200,
0000-0001-9542-7397,Loïc Pedras,Loïc,Pedras,,200,
0000-0001-9545-3050,Na Li,Na,Li,,200,
0000-0001-9546-2467,Nathan  Drucker,Nathan ,Drucker,,200,
0000-0001-9550-5797,Steven Worthington,Steven,Worthington,,200,
0000-0001-9552-2511,Sogand Goudarzi,Sogand,Goudarzi,,200,
0000-0001-9553-1354,D Rangaprakash,D,Rangaprakash,,200,
0000-0001-9554-776X,Ethan Alexander Perets,Ethan,Perets,Ethan Alexander Perets,200,
0000-0001-9556-106X,Ajami Gikandi,Ajami,Gikandi,,200,
0000-0001-9556-9555,Matteo Parisi,Matteo,Parisi,,200,
0000-0001-9559-972X,Krzysztof Jasiewicz,Krzysztof,Jasiewicz,,200,
0000-0001-9561-3202,Jonathan Galka,Jonathan,Galka,,200,
0000-0001-9561-7852,Yuan Gao,Yuan,Gao,,200,
0000-0001-9564-4447,Longfeng Wu,Longfeng,Wu,,200,
0000-0001-9564-7461,Michael Stein,Michael,Stein,,200,
0000-0001-9566-574X,Don Lipsitt,Don,Lipsitt,,200,
0000-0001-9566-7016,Kai Qiu,Kai,Qiu,,200,
0000-0001-9568-4166,Behrooz Razeghi,Behrooz,Razeghi,Behrooz Razeghi,200,
0000-0001-9569-9915,aleena banerji,aleena,banerji,,200,
0000-0001-9570-0146,Jonathon Penney,Jonathon,Penney,,200,
0000-0001-9570-1560,Si Yang Ke,Si yang,Ke,Si Yang Ke,200,
0000-0001-9570-9749,Xin Xing,Xin,Xing,,200,
0000-0001-9572-6282,Dylan Eiger,Dylan,Eiger,,200,
0000-0001-9573-2682,Yichun He,Yichun,He,,200,
0000-0001-9574-3496,Magdi Elsallab,Magdi,Elsallab,,200,
0000-0001-9576-1475,John Marshall,John,Marshall,,200,
0000-0001-9576-8829,Hongkun Park,Hongkun,Park,,200,
0000-0001-9578-7261,Nour Hammad,Nour,Hammad,,200,
0000-0001-9579-0903,Anasuya Lyons,Anasuya,Lyons,,200,
0000-0001-9580-6784,Shencheng Ge,Shencheng,Ge,,200,
0000-0001-9583-0258,Xi Hu,Xi (Sisi),Hu,Xi Hu,200,
0000-0001-9583-4785,Patricio Sanchez-Campos,Patricio,Sanchez-Campos,,200,
0000-0001-9583-9789,Colin Y. Kim,Colin Younghun,Kim,Colin Y. Kim,200,
0000-0001-9584-1803,Ebru Erbay,Ebru,Erbay,,200,
0000-0001-9584-9696,Yang Tian,Yang,Tian,,200,
0000-0001-9587-3389,Roy Harpaz,Roy,Harpaz,,200,
0000-0001-9588-7254,,,,,200,
0000-0001-9589-2360,George Tsokos,George,Tsokos,,200,
0000-0001-9591-5112,Rachel Slutsky,Rachel,Slutsky,,200,
0000-0001-9598-5719,Yevhenii Monastyrskyi,Yevhenii,Monastyrskyi,,200,
0000-0001-9600-6228,Rodrigo Gameiro,Rodrigo,Rosa Gameiro,Rodrigo Gameiro,200,
0000-0001-9602-3108,Maryann Sargent,Maryann,Sargent,,200,
0000-0001-9603-6283,Mohammed Hannan,Mohammed,Hannan,,200,
0000-0001-9603-7788,Jing Li,Jing,Li,,200,
0000-0001-9604-7708,Anahí Venzor Strader,Anahí,Venzor Strader,Anahí Venzor Strader,200,
0000-0001-9610-8558,M.B. McLatchey,M.B.,McLatchey,,200,
0000-0001-9612-0485,Walid Yassin,Walid,Yassin,Walid Yassin,200,
0000-0001-9612-3643,Andrew Hantel,Andrew,Hantel,,200,
0000-0001-9616-5448,Leland Wexler,Leland,Wexler,,200,
0000-0001-9616-7777,Luz Patricia Hernandez,Luz Patricia,Hernandez,,200,
0000-0001-9617-9460,Ali H. Munawar,Ali,Munawar,Ali H. Munawar,200,
0000-0001-9618-047X,Yuta Inoue,Yuta,Inoue,,200,
0000-0001-9622-4866,Maxime Rischard,Maxime,Rischard,,200,
0000-0001-9624-6539,Emily Pan,Emily,Pan,,200,
0000-0001-9631-8256,MARCELO BARROS DA CUNHA,MARCELO,BARROS DA CUNHA,,200,
0000-0001-9632-3434,Ivan M. Buzurovic,Ivan,Buzurovic,Ivan M. Buzurovic,200,
0000-0001-9633-7481,Limin Wu,Limin,Wu,,200,
0000-0001-9635-8354,Samuel Inverso,Samuel,Inverso,,200,
0000-0001-9636-2345,Heather Brown-Harding,Heather,Brown-Harding,,200,
0000-0001-9636-3209,Joo H. Kang,Joo H.,Kang,,200,
0000-0001-9636-9520,Dr. Damaris-Lois Y Lang,Dr. Damaris-Lois Y,Lang,,200,
0000-0001-9638-4595,German Fuertes Otero,German,Fuertes Otero,,200,
0000-0001-9639-5024,Vanitha Sampath,Vanitha,Sampath,,200,
0000-0001-9639-7708,Stephanie Mohr,Stephanie,Mohr,,200,
0000-0001-9639-8196,Zhiyu Zhang,Zhiyu,Zhang,,200,
0000-0001-9642-653X,Meredith Cox,Meredith,Cox,,200,
0000-0001-9644-8579,Celine Santiago,Celine,Santiago,,200,
0000-0001-9647-2093,Daniella Bar-Yosef,Daniella,Bar-Yosef,,200,
0000-0001-9651-1929,Laurel Chandler,Laurel,Chandler,,200,
0000-0001-9651-3692,Christian San José Campos,Christian,San José Campos,,200,
0000-0001-9652-0067,Dingpeng Zhang,Dingpeng,Zhang,,200,
0000-0001-9652-6653,Benjamin B Daniels,Benjamin B,Daniels,Benjamin B Daniels,200,
0000-0001-9652-8974,Patricia D'Amore,Patricia,D'Amore,,200,
0000-0001-9654-3162,Shoshanah Ferziger Cohen,Shoshanah Ferziger,Cohen,,200,
0000-0001-9657-9456,Michael J. Aziz,Michael,Aziz,Michael J. Aziz,200,
0000-0001-9657-9800,Arjun Manrai,Arjun,Manrai,,200,
0000-0001-9662-6339,Marsel Lino,Marsel,Lino,,200,
0000-0001-9664-7498,Zachary Augur,Zachary,Augur,,200,
0000-0001-9665-8701,Valerio SANTANGELO,Valerio,SANTANGELO,,200,
0000-0001-9671-1234,Katarina Pfeifer,Katarina,Pfeifer,,200,
0000-0001-9672-2793,Bassam Youssef Mohamed,Bassam Youssef,Mohamed,,200,
0000-0001-9672-7746,Deepak Rao,Deepak,Rao,,200,
0000-0001-9675-7902,Miriam Lindner,Miriam,Lindner,,200,
0000-0001-9677-7188,Carla Rosário,Carla Beatriz,Rosário dos Santos,Carla Rosário,200,
0000-0001-9684-9321,MohammadAmin Rezazadehsaatlou,Mars,R Saatlou,MohammadAmin Rezazadehsaatlou,200,
0000-0001-9690-6074,James Anderson,James,Anderson,,200,
0000-0001-9692-5216,Bo Yun Park,Bo Yun,Park,,200,
0000-0001-9692-9305,Kenneth Okwor,Kenneth,Okwor,,200,
0000-0001-9697-5520,Nathalie Goodkin,Nathalie,Goodkin,,200,
0000-0001-9703-6525,Javier Sanchez-Yamagishi,Javier,Sanchez-Yamagishi,,200,
0000-0001-9703-8264,Adam Abdullahi,Adam,Abdullahi,,200,
0000-0001-9704-6635,Joshua Joseph,Joshua,Joseph,,200,
0000-0001-9708-4914,Mohammadreza Pakyari,Mohammadreza,Pakyari,,200,
0000-0001-9709-6544,Elisa Sotgiu,Elisa,Sotgiu,,200,
0000-0001-9711-0713,"Julie K. Silver, MD",Julie K.,Silver,"Julie K. Silver, MD",200,
0000-0001-9711-954X,Liana Merk,Liana,Merk,,200,
0000-0001-9713-1709,Yang Shi,Yang,Shi,,200,
0000-0001-9713-8230,Samuel Singer,Samuel,Singer,,200,
0000-0001-9714-143X,Nathaniel Moir,Nathaniel,Moir,,200,
0000-0001-9718-6910,Amy Hudson,Amy,Hudson,,200,
0000-0001-9719-024X,DEBRA R MILAMED,DEBRA R,MILAMED,,200,
0000-0001-9723-9293,Bulelani Jili,Bulelani,Jili,,200,
0000-0001-9724-9344,Connor S. Holmes,Connor,Holmes,Connor S. Holmes,200,
0000-0001-9725-8398,Lixia He,Lixia,He,,200,
0000-0001-9727-4152,Amanda L Elliott,Amanda,Elliott,Amanda L Elliott,200,
0000-0001-9727-534X,Sergey Yablonsky,Sergey,Yablonsky,,200,
0000-0001-9729-5404,Jijing Wang,Jijing,Wang,,200,
0000-0001-9732-2281,Christopher Matzner,Christopher,Matzner,,200,
0000-0001-9734-0885,Drew Allen,Drew,Allen,,200,
0000-0001-9736-238X,Brian O'Shea,Brian,O'Shea,,200,
0000-0001-9737-6087,Fabio Barili,Fabio,Barili,,200,
0000-0001-9738-5127,Alexander Walker,Alexander,Walker,,200,
0000-0001-9738-786X,Megan Mayer,Megan,Mayer,,200,
0000-0001-9738-882X,S. N. Patek,S. N.,Patek,,200,
0000-0001-9739-770X,Xinwen Lin,Xinwen,Lin,,200,
0000-0001-9741-4039,Jessica,Jessica,,,200,
0000-0001-9743-6334,Ayan Pal,Ayan,Pal,,200,
0000-0001-9746-3420,Bifeng Pan,Bifeng,Pan,,200,
0000-0001-9747-4795,Ellen Long-Middleton,Ellen,Long-Middleton,,200,
0000-0001-9752-8570,Almuatasimbella  elzouki,Almuatasimbella ,elzouki,,200,
0000-0001-9753-2801,Kelly M. Craft,Kelly,Craft,Kelly M. Craft,200,
0000-0001-9758-3959,Shaojun Pei,Shaojun,Pei,,200,
0000-0001-9761-7397,Juen-Kai Wang,Juen-Kai,Wang,,200,
0000-0001-9766-8928,Ahmet Bakirbas,Ahmet,Bakirbas,,200,
0000-0001-9766-9453,Denise Goodman,Denise,Goodman,,200,
0000-0001-9767-6063,Cengiz Pehlevan,Cengiz,Pehlevan,,200,
0000-0001-9767-8069,Lorraine Chow,Lorraine,Chow,,200,
0000-0001-9769-5213,Geordon Frere,Geordon,Frere,,200,
0000-0001-9770-1660,xiaoqiong cao,xiaoqiong,cao,,200,
0000-0001-9770-4482,David Crowley,David,Crowley,,200,
0000-0001-9772-0116,Lillian Gelberg,Lillian,Gelberg,,200,
0000-0001-9775-0438,Joseph tham,Joseph,tham,,200,
0000-0001-9776-6851,Gabriel Salvador,Gabriel,Salvador,,200,
0000-0001-9776-8523,Chantelle Boudreaux,Chantelle,Boudreaux,,200,
0000-0001-9778-1728,Dimitrios  Varrias,Dimitrios ,Varrias,,200,
0000-0001-9780-2218,Maria Luisa Parra,Maria Luisa,Parra,,200,
0000-0001-9780-2998,Sarah F. Porter,Sarah,Porter,Sarah F. Porter,200,
0000-0001-9780-5865,Madhavi Venkatesan,Madhavi,Venkatesan,,200,
0000-0001-9782-2323,"James N. Luo, MD",James ,Luo,"James N. Luo, MD",200,
0000-0001-9782-2841,Gary Hunninghake,Gary,Hunninghake,,200,
0000-0001-9787-0106,Behzad Moghadaszadeh,Behzad,Moghadaszadeh,,200,
0000-0001-9787-342X,Maria Robson-Morrow,Maria,Robson-Morrow,,200,
0000-0001-9787-6487,Martin Dorf,Martin,Dorf,,200,
0000-0001-9788-7274,Murray A. Mittleman,Murray A.,Mittleman,,200,
0000-0001-9789-2268,Mei Mingxue Nan,Mei,Nan,Mei Mingxue Nan,200,
0000-0001-9789-6023,Rebecca Bucci,Rebecca,Bucci,,200,
0000-0001-9792-2746,Cian O'Connor,Cian,O'Connor,,200,
0000-0001-9795-3059,NIKOLAOS TRASANIDIS,NIKOLAOS,TRASANIDIS,,200,
0000-0001-9795-6030,Bruce Lytle,Bruce,Lytle,,200,
0000-0001-9796-513X,Janet Rosenbaum,Janet,Rosenbaum,,200,
0000-0001-9799-0060,Constantine Daskalakis,Constantine,Daskalakis,,200,
0000-0001-9800-8921,Benjamin Land Gorman,Benjamin Land,Gorman,Benjamin Land Gorman,200,
0000-0001-9801-3165,Ilya Soloveychik,Ilya,Soloveychik,,200,
0000-0001-9804-261X,Gao Ce,Gao,Ce,,200,
0000-0001-9804-691X,Chris Harris,Chris,Harris,,200,
0000-0001-9807-0522,Mark Gould,Mark,Gould,,200,
0000-0001-9813-512X,Katherine Merseth,Katherine,Merseth,,200,
0000-0001-9814-1802,Catherine Stamoulis,Catherine,Stamoulis,,200,
0000-0001-9815-4902,Pablo Roca,Pablo,Roca,,200,
0000-0001-9815-6879,Joshua Cook,Joshua,Cook,,200,
